DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
449,19980423,    0,    0,
449,19980424,   27,    0,
449,19980425,   18,    0,
449,19980426,  212,    0,
449,19980427,    0,    0,
449,19980428,   30,    0,
449,19980429,   91,    0,
449,19980430,    0,    0,
449,19980501,    0,    0,
449,19980502,   75,    0,
449,19980503,   29,    0,
449,19980504,    0,    0,
449,19980505,    0,    0,
449,19980506,   25,    0,
449,19980507,    2,    0,
449,19980508,    0,    0,
449,19980509,    0,    0,
449,19980510,    0,    0,
449,19980511,    0,    0,
449,19980512,    0,    0,
449,19980513,    0,    0,
449,19980514,    0,    0,
449,19980515,    0,    0,
449,19980516,    0,    0,
449,19980517,    0,    0,
449,19980518,    0,    0,
449,19980519,    0,    0,
449,19980520,    0,    0,
449,19980521,    0,    0,
449,19980522,    0,    0,
449,19980523,    0,    0,
449,19980524,   15,    0,
449,19980525,    9,    0,
449,19980526,   33,    0,
449,19980527,    2,    0,
449,19980528,   17,    0,
449,19980529,   45,    0,
449,19980530,    0,    0,
449,19980531,    0,    0,
449,19980601,    0,    0,
449,19980602,    5,    0,
449,19980603,  123,    0,
449,19980604,   55,    0,
449,19980605,    0,    0,
449,19980606,  138,    0,
449,19980607,   77,    0,
449,19980608,    4,    0,
449,19980609,   10,    0,
449,19980610,   85,    0,
449,19980611,  114,    0,
449,19980612,  173,    0,
449,19980613,    5,    0,
449,19980614,   19,    0,
449,19980615,  100,    0,
449,19980616,   53,    0,
449,19980617,   14,    0,
449,19980618,   68,    0,
449,19980619,   40,    0,
449,19980620,    0,    0,
449,19980621,    0,    0,
449,19980622,    3,    0,
449,19980623,    0,    0,
449,19980624,   28,    0,
449,19980625,   73,    0,
449,19980626,   51,    0,
449,19980627,    0,    0,
449,19980628,  126,    0,
449,19980629,    1,    0,
449,19980630,   76,    0,
449,19980701,   11,    0,
449,19980702,    0,    0,
449,19980703,    0,    0,
449,19980704,    0,    0,
449,19980705,    0,    0,
449,19980706,    1,    0,
449,19980707,    8,    0,
449,19980708,   19,    0,
449,19980709,    0,    0,
449,19980710,    2,    0,
449,19980711,   30,    0,
449,19980712,   50,    0,
449,19980713,   67,    0,
449,19980714,    0,    0,
449,19980715,  118,    0,
449,19980716,   72,    0,
449,19980717,  133,    0,
449,19980718,    2,    0,
449,19980719,    0,    0,
449,19980720,    0,    0,
449,19980721,   16,    0,
449,19980722,    1,    0,
449,19980723,    0,    0,
449,19980724,    0,    0,
449,19980725,    0,    0,
449,19980726,    0,    0,
449,19980727,    0,    0,
449,19980728,    5,    0,
449,19980729,    2,    0,
449,19980730,   73,    0,
449,19980731,  124,    0,
449,19980801,    0,    0,
449,19980802,    0,    0,
449,19980803,    0,    0,
449,19980804,   98,    0,
449,19980805,    0,    0,
449,19980806,    0,    0,
449,19980807,    0,    0,
449,19980808,    0,    0,
449,19980809,    0,    0,
449,19980810,    0,    0,
449,19980811,    0,    0,
449,19980812,    0,    0,
449,19980813,    0,    0,
449,19980814,    0,    0,
449,19980815,    0,    0,
449,19980816,    1,    0,
449,19980817,    0,    0,
449,19980818,    1,    0,
449,19980819,    0,    0,
449,19980820,    0,    0,
449,19980821,  161,    0,
449,19980822,   36,    0,
449,19980823,   53,    0,
449,19980824,  197,    0,
449,19980825,    5,    0,
449,19980826,    8,    0,
449,19980827,   41,    0,
449,19980828,   59,    0,
449,19980829,    0,    0,
449,19980830,   40,    0,
449,19980831,    0,    0,
449,19980901,    0,    0,
449,19980902,  102,    0,
449,19980903,  128,    0,
449,19980904,   38,    0,
449,19980905,   76,    0,
449,19980906,  114,    0,
449,19980907,   13,    0,
449,19980908,    8,    0,
449,19980909,   68,    0,
449,19980910,   24,    0,
449,19980911,    8,    0,
449,19980912,   36,    0,
449,19980913,   85,    0,
449,19980914,  763,    0,
449,19980915,  271,    0,
449,19980916,   22,    0,
449,19980917,   27,    0,
449,19980918,    7,    0,
449,19980919,   24,    0,
449,19980920,    2,    0,
449,19980921,    0,    0,
449,19980922,    0,    0,
449,19980923,    0,    0,
449,19980924,    0,    0,
449,19980925,    3,    0,
449,19980926,    0,    0,
449,19980927,   57,    0,
449,19980928,    0,    0,
449,19980929,   57,    0,
449,19980930,    8,    0,
449,19981001,   17,    0,
449,19981002,    0,    0,
449,19981003,    0,    0,
449,19981004,    9,    0,
449,19981005,    0,    0,
449,19981006,    5,    0,
449,19981007,   34,    0,
449,19981008,  135,    0,
449,19981009,   32,    0,
449,19981010,   94,    0,
449,19981011,   41,    0,
449,19981012,   28,    0,
449,19981013,   12,    0,
449,19981014,   37,    0,
449,19981015,    7,    0,
449,19981016,    0,    0,
449,19981017,    0,    0,
449,19981018,  109,    0,
449,19981019,    5,    0,
449,19981020,   29,    0,
449,19981021,   25,    0,
449,19981022,   22,    0,
449,19981023,   19,    0,
449,19981024,   59,    0,
449,19981025,  275,    0,
449,19981026,    0,    0,
449,19981027,   57,    0,
449,19981028,  108,    0,
449,19981029,   31,    0,
449,19981030,   61,    0,
449,19981031,   12,    0,
449,19981101,  270,    0,
449,19981102,   39,    0,
449,19981103,  106,    0,
449,19981104,  244,    0,
449,19981105,  131,    0,
449,19981106,   33,    0,
449,19981107,   22,    0,
449,19981108,    0,    0,
449,19981109,  163,    0,
449,19981110,    1,    0,
449,19981111,   61,    0,
449,19981112,    1,    0,
449,19981113,   62,    0,
449,19981114,   57,    0,
449,19981115,   32,    0,
449,19981116,   43,    0,
449,19981117,    3,    0,
449,19981118,   25,    0,
449,19981119,   31,    0,
449,19981120,    2,    0,
449,19981121,    0,    0,
449,19981122,    0,    0,
449,19981123,    0,    0,
449,19981124,    0,    0,
449,19981125,    0,    0,
449,19981126,    1,    0,
449,19981127,   60,    0,
449,19981128,    1,    0,
449,19981129,   37,    0,
449,19981130,   37,    0,
449,19981201,    1,    0,
449,19981202,    0,    0,
449,19981203,    0,    0,
449,19981204,   17,    0,
449,19981205,   41,  997,
449,19981206,   16,  997,
449,19981207,   24,  997,
449,19981208,    2,  997,
449,19981209,   59,    0,
449,19981210,   41,    0,
449,19981211,   29,    0,
449,19981212,    9,    0,
449,19981213,  140,    0,
449,19981214,   34,    0,
449,19981215,   26,    0,
449,19981216,  115,    0,
449,19981217,    1,    0,
449,19981218,   17,    0,
449,19981219,   29,    0,
449,19981220,   27,    0,
449,19981221,   37,  997,
449,19981222,    5,    0,
449,19981223,    3,    0,
449,19981224,   53,    0,
449,19981225,   11,    0,
449,19981226,   56,    0,
449,19981227,   41,    0,
449,19981228,   65,    0,
449,19981229,   10,    0,
449,19981230,    0,    0,
449,19981231,    0,    0,
449,19990101,    0,    0,
449,19990102,    2,    0,
449,19990103,   83,    0,
449,19990104,  108,    0,
449,19990105,   13,    0,
449,19990106,    0,    0,
449,19990107,   11,    0,
449,19990108,   46,    0,
449,19990109,   28,    0,
449,19990110,    0,    0,
449,19990111,    0,    0,
449,19990112,   18,    2,
449,19990113,  162,    2,
449,19990114,   17,    0,
449,19990115,   23,    0,
449,19990116,   30,    0,
449,19990117,   52,    0,
449,19990118,    0,    0,
449,19990119,   14,    0,
449,19990120,   14,    0,
449,19990121,   23,    0,
449,19990122,    2,    0,
449,19990123,    2,    0,
449,19990124,   21,    0,
449,19990125,    5,    0,
449,19990126,    7,    0,
449,19990127,  152,    0,
449,19990128,   69,    0,
449,19990129,   17,    0,
449,19990130,    0,    0,
449,19990131,    0,    0,
449,19990201,    0,    0,
449,19990202,    2,    0,
449,19990203,    0,    0,
449,19990204,    0,    0,
449,19990205,   29,    0,
449,19990206,   30,    0,
449,19990207,   73,    0,
449,19990208,   69,    2,
449,19990209,   26,    2,
449,19990210,   70,    4,
449,19990211,   20,    4,
449,19990212,    0,    4,
449,19990213,    0,    4,
449,19990214,    0,    2,
449,19990215,   11,    2,
449,19990216,   14,    0,
449,19990217,   28,  997,
449,19990218,   27,    0,
449,19990219,   24,    0,
449,19990220,   31,    0,
449,19990221,    0,    0,
449,19990222,   81,    0,
449,19990223,  219,    1,
449,19990224,   24,    0,
449,19990225,    3,    0,
449,19990226,   11,    0,
449,19990227,   19,    0,
449,19990228,   16,    0,
449,19990301,   72,    0,
449,19990302,  191,    0,
449,19990303,  147,    0,
449,19990304,   19,    0,
449,19990305,   74,    0,
449,19990306,   10,    0,
449,19990307,   22,    0,
449,19990308,  128,    0,
449,19990309,   22,    0,
449,19990310,    7,    0,
449,19990311,   47,    0,
449,19990312,    0,    0,
449,19990313,    0,    0,
449,19990314,    1,    0,
449,19990315,    0,    0,
449,19990316,    0,    0,
449,19990317,   17,    0,
449,19990318,    0,    0,
449,19990319,   53,    0,
449,19990320,    2,    0,
449,19990321,    0,    0,
449,19990322,  157,    0,
449,19990323,   60,    0,
449,19990324,    8,    0,
449,19990325,    0,    0,
449,19990326,    3,    0,
449,19990327,   57,    0,
449,19990328,    0,    0,
449,19990329,    0,    0,
449,19990330,    1,    0,
449,19990331,   52,    0,
449,19990401,    0,    0,
449,19990402,    0,    0,
449,19990403,    6,    0,
449,19990404,  129,    0,
449,19990405,    8,    0,
449,19990406,   26,    0,
449,19990407,   35,    0,
449,19990408,    0,    0,
449,19990409,    0,    0,
449,19990410,    0,    0,
449,19990411,   12,    0,
449,19990412,   75,    0,
449,19990413,   10,    0,
449,19990414,  104,    0,
449,19990415,    1,    0,
449,19990416,    4,    0,
449,19990417,    1,    0,
449,19990418,   14,    0,
449,19990419,    0,    0,
449,19990420,   41,    0,
449,19990421,   70,    0,
449,19990422,   16,    0,
449,19990423,   13,    0,
449,19990424,    2,    0,
449,19990425,   23,    0,
449,19990426,    0,    0,
449,19990427,    0,    0,
449,19990428,    0,    0,
449,19990429,    0,    0,
449,19990430,    0,    0,
449,19990501,    0,    0,
449,19990502,    0,    0,
449,19990503,    0,    0,
449,19990504,    0,    0,
449,19990505,    0,    0,
449,19990506,  116,    0,
449,19990507,    7,    0,
449,19990508,   25,    0,
449,19990509,    0,    0,
449,19990510,   16,    0,
449,19990511,    6,    0,
449,19990512,    0,    0,
449,19990513,    2,    0,
449,19990514,    1,    0,
449,19990515,    0,    0,
449,19990516,    0,    0,
449,19990517,    0,    0,
449,19990518,    0,    0,
449,19990519,    0,    0,
449,19990520,   13,    0,
449,19990521,    2,    0,
449,19990522,   29,    0,
449,19990523,    0,    0,
449,19990524,    0,    0,
449,19990525,    0,    0,
449,19990526,    0,    0,
449,19990527,    0,    0,
449,19990528,    0,    0,
449,19990529,    0,    0,
449,19990530,    6,    0,
449,19990531,  131,    0,
449,19990601,    0,    0,
449,19990602,    0,    0,
449,19990603,   78,    0,
449,19990604,   53,    0,
449,19990605,   63,    0,
449,19990606,   77,    0,
449,19990607,   14,    0,
449,19990608,  108,    0,
449,19990609,    6,    0,
449,19990610,    0,    0,
449,19990611,   14,    0,
449,19990612,    7,    0,
449,19990613,    0,    0,
449,19990614,    0,    0,
449,19990615,    0,    0,
449,19990616,    0,    0,
449,19990617,    0,    0,
449,19990618,    0,    0,
449,19990619,    0,    0,
449,19990620,    4,    0,
449,19990621,   54,    0,
449,19990622,   13,    0,
449,19990623,   22,    0,
449,19990624,    4,    0,
449,19990625,    0,    0,
449,19990626,    0,    0,
449,19990627,  164,    0,
449,19990628,   39,    0,
449,19990629,   62,    0,
449,19990630,   73,    0,
449,19990701,    0,    0,
449,19990702,   14,    0,
449,19990703,    0,    0,
449,19990704,    8,    0,
449,19990705,  279,    0,
449,19990706,   30,    0,
449,19990707,    0,    0,
449,19990708,    1,    0,
449,19990709,    0,    0,
449,19990710,    0,    0,
449,19990711,    0,    0,
449,19990712,    0,    0,
449,19990713,    0,    0,
449,19990714,   10,    0,
449,19990715,   60,    0,
449,19990716,    0,    0,
449,19990717,    0,    0,
449,19990718,    0,    0,
449,19990719,    6,    0,
449,19990720,    0,    0,
449,19990721,    0,    0,
449,19990722,    0,    0,
449,19990723,   93,    0,
449,19990724,    0,    0,
449,19990725,    0,    0,
449,19990726,    0,    0,
449,19990727,    0,    0,
449,19990728,    0,    0,
449,19990729,    0,    0,
449,19990730,    0,    0,
449,19990731,    0,    0,
449,19990801,    0,    0,
449,19990802,    0,    0,
449,19990803,    0,    0,
449,19990804,    0,    0,
449,19990805,   63,    0,
449,19990806,    0,    0,
449,19990807,   58,    0,
449,19990808,  136,    0,
449,19990809,   20,    0,
449,19990810,  191,    0,
449,19990811,    3,    0,
449,19990812,    0,    0,
449,19990813,    0,    0,
449,19990814,   29,    0,
449,19990815,   38,    0,
449,19990816,  152,    0,
449,19990817,  119,    0,
449,19990818,  118,    0,
449,19990819,  113,    0,
449,19990820,  258,    0,
449,19990821,    9,    0,
449,19990822,    0,    0,
449,19990823,    0,    0,
449,19990824,    0,    0,
449,19990825,    0,    0,
449,19990826,   84,    0,
449,19990827,    0,    0,
449,19990828,    0,    0,
449,19990829,    0,    0,
449,19990830,    0,    0,
449,19990831,    0,    0,
449,19990901,    0,    0,
449,19990902,    0,    0,
449,19990903,    0,    0,
449,19990904,    0,    0,
449,19990905,    0,    0,
449,19990906,    0,    0,
449,19990907,    0,    0,
449,19990908,    0,    0,
449,19990909,    0,    0,
449,19990910,    0,    0,
449,19990911,    0,    0,
449,19990912,    0,    0,
449,19990913,    2,    0,
449,19990914,    0,    0,
449,19990915,    9,    0,
449,19990916,   67,    0,
449,19990917,    0,    0,
449,19990918,   13,    0,
449,19990919,    0,    0,
449,19990920,   19,    0,
449,19990921,    1,    0,
449,19990922,   39,    0,
449,19990923,   95,    0,
449,19990924,   22,    0,
449,19990925,  155,    0,
449,19990926,   28,    0,
449,19990927,  176,    0,
449,19990928,   40,    0,
449,19990929,   87,    0,
449,19990930,   28,    0,
449,19991001,  137,    0,
449,19991002,   27,    0,
449,19991003,   33,    0,
449,19991004,  588,    0,
449,19991005,  233,    0,
449,19991006,   96,    0,
449,19991007,    7,    0,
449,19991008,   47,    0,
449,19991009,   73,    0,
449,19991010,    5,    0,
449,19991011,   12,    0,
449,19991012,    0,    0,
449,19991013,    0,    0,
449,19991014,    0,    0,
449,19991015,    0,    0,
449,19991016,    0,    0,
449,19991017,    0,    0,
449,19991018,    0,    0,
449,19991019,    0,    0,
449,19991020,    0,    0,
449,19991021,    0,    0,
449,19991022,   47,    0,
449,19991023,  136,    0,
449,19991024,    9,    0,
449,19991025,   29,    0,
449,19991026,    2,    0,
449,19991027,    0,    0,
449,19991028,    0,    0,
449,19991029,    1,    0,
449,19991030,    0,    0,
449,19991031,   21,    0,
449,19991101,    0,    0,
449,19991102,    6,    0,
449,19991103,    0,    0,
449,19991104,    0,    0,
449,19991105,    0,    0,
449,19991106,   40,    0,
449,19991107,   78,    0,
449,19991108,   16,    0,
449,19991109,   16,    0,
449,19991110,   41,    0,
449,19991111,    0,    0,
449,19991112,    0,    0,
449,19991113,    0,    0,
449,19991114,   11,    0,
449,19991115,    0,    0,
449,19991116,    0,    0,
449,19991117,  213,    0,
449,19991118,  196,    0,
449,19991119,  107,    0,
449,19991120,    4,    0,
449,19991121,    0,    0,
449,19991122,    2,    0,
449,19991123,   46,    0,
449,19991124,    0,    0,
449,19991125,    0,    0,
449,19991126,   42,    0,
449,19991127,   20,    0,
449,19991128,    8,    0,
449,19991129,    0,    0,
449,19991130,    2,    0,
449,19991201,    7,    0,
449,19991202,    0,    0,
449,19991203,    0,    0,
449,19991204,   19,    0,
449,19991205,   86,    0,
449,19991206,   19,    0,
449,19991207,   59,    0,
449,19991208,   27,    0,
449,19991209,   39,    0,
449,19991210,   49,    0,
449,19991211,   20,    0,
449,19991212,  153,    0,
449,19991213,  121,    0,
449,19991214,  127,    0,
449,19991215,   78,    0,
449,19991216,   24,    1,
449,19991217,   36,    0,
449,19991218,  108,    0,
449,19991219,    5,    0,
449,19991220,   40,    1,
449,19991221,    2,  997,
449,19991222,    0,    0,
449,19991223,   48,    0,
449,19991224,   16,    0,
449,19991225,  161,    0,
449,19991226,  156,    0,
449,19991227,  125,    0,
449,19991228,    1,    0,
449,19991229,   46,    0,
449,19991230,   22,    0,
449,19991231,   29,    0,
449,20000101,   13,    0,
449,20000102,    1,    0,
449,20000103,    7,    0,
449,20000104,   88,    0,
449,20000105,   55,    0,
449,20000106,    1,    0,
449,20000107,   29,    0,
449,20000108,    4,    0,
449,20000109,    7,    0,
449,20000110,    1,    0,
449,20000111,    0,    0,
449,20000112,    0,    0,
449,20000113,    0,    0,
449,20000114,    3,    0,
449,20000115,    0,    0,
449,20000116,    4,    0,
449,20000117,    6,    0,
449,20000118,   12,    0,
449,20000119,    4,    0,
449,20000120,    1,    0,
449,20000121,    9,    0,
449,20000122,   48,    0,
449,20000123,   22,    0,
449,20000124,    1,    0,
449,20000125,    5,  997,
449,20000126,    1,    0,
449,20000127,    0,    0,
449,20000128,    0,    0,
449,20000129,  114,    0,
449,20000130,    0,    0,
449,20000131,    2,    0,
449,20000201,    0,    0,
449,20000202,  144,    0,
449,20000203,    0,    0,
449,20000204,    0,    0,
449,20000205,   11,    0,
449,20000206,    0,    0,
449,20000207,   56,    0,
449,20000208,   41,    0,
449,20000209,   89,    0,
449,20000210,    0,    0,
449,20000211,  104,    0,
449,20000212,    0,    0,
449,20000213,   40,    0,
449,20000214,    0,    0,
449,20000215,   49,    0,
449,20000216,   85,    0,
449,20000217,   34,    0,
449,20000218,   36,    0,
449,20000219,   17,    0,
449,20000220,   16,    0,
449,20000221,    1,    0,
449,20000222,   11,    0,
449,20000223,    0,    0,
449,20000224,   53,    0,
449,20000225,  188,    0,
449,20000226,    0,    0,
449,20000227,    0,    0,
449,20000228,    4,    0,
449,20000229,    4,    0,
449,20000301,  112,    0,
449,20000302,    6,    0,
449,20000303,  254,    0,
449,20000304,   50,  997,
449,20000305,   71,  997,
449,20000306,    0,    0,
449,20000307,    0,    0,
449,20000308,   71,    0,
449,20000309,   48,    0,
449,20000310,    0,    0,
449,20000311,   26,    0,
449,20000312,    0,    0,
449,20000313,    0,    0,
449,20000314,    3,    0,
449,20000315,   13,    0,
449,20000316,    4,    0,
449,20000317,    0,    0,
449,20000318,    2,    0,
449,20000319,   23,    0,
449,20000320,    0,    0,
449,20000321,    1,    0,
449,20000322,    0,    0,
449,20000323,    0,    0,
449,20000324,    0,    0,
449,20000325,   60,    0,
449,20000326,   16,    0,
449,20000327,   10,    0,
449,20000328,   11,    0,
449,20000329,    0,    0,
449,20000330,    0,    0,
449,20000331,    0,    0,
449,20000401,    0,    0,
449,20000402,   12,    0,
449,20000403,    0,    0,
449,20000404,    6,    0,
449,20000405,    9,    0,
449,20000406,    0,    0,
449,20000407,    0,    0,
449,20000408,    0,    0,
449,20000409,    0,    0,
449,20000410,    0,    0,
449,20000411,    0,    0,
449,20000412,   29,    0,
449,20000413,   27,    0,
449,20000414,   47,    0,
449,20000415,   51,    0,
449,20000416,   56,    0,
449,20000417,   21,    0,
449,20000418,   86,    0,
449,20000419,    0,    0,
449,20000420,    0,    0,
449,20000421,   28,    0,
449,20000422,   21,    0,
449,20000423,   62,    0,
449,20000424,   14,    0,
449,20000425,    0,    0,
449,20000426,    0,    0,
449,20000427,    9,    0,
449,20000428,    1,    0,
449,20000429,    0,    0,
449,20000430,    7,    0,
449,20000501,    0,    0,
449,20000502,    0,    0,
449,20000503,    2,    0,
449,20000504,    0,    0,
449,20000505,    0,    0,
449,20000506,    0,    0,
449,20000507,    0,    0,
449,20000508,    0,    0,
449,20000509,    0,    0,
449,20000510,    0,    0,
449,20000511,   39,    0,
449,20000512,    0,    0,
449,20000513,    0,    0,
449,20000514,    0,    0,
449,20000515,    0,    0,
449,20000516,    0,    0,
449,20000517,   74,    0,
449,20000518,   44,    0,
449,20000519,    2,    0,
449,20000520,   11,    0,
449,20000521,   43,    0,
449,20000522,   73,    0,
449,20000523,    1,    0,
449,20000524,  116,    0,
449,20000525,  138,    0,
449,20000526,    0,    0,
449,20000527,   89,    0,
449,20000528,   95,    0,
449,20000529,  237,    0,
449,20000530,   37,    0,
449,20000531,  114,    0,
449,20000601,   11,    0,
449,20000602,    0,    0,
449,20000603,    0,    0,
449,20000604,   64,    0,
449,20000605,    0,    0,
449,20000606,   53,    0,
449,20000607,    6,    0,
449,20000608,    0,    0,
449,20000609,    0,    0,
449,20000610,    0,    0,
449,20000611,    0,    0,
449,20000612,    0,    0,
449,20000613,    0,    0,
449,20000614,   20,    0,
449,20000615,   47,    0,
449,20000616,    0,    0,
449,20000617,    0,    0,
449,20000618,    0,    0,
449,20000619,    0,    0,
449,20000620,    0,    0,
449,20000621,    0,    0,
449,20000622,    4,    0,
449,20000623,   94,    0,
449,20000624,   16,    0,
449,20000625,   39,    0,
449,20000626,    1,    0,
449,20000627,    0,    0,
449,20000628,    0,    0,
449,20000629,    0,    0,
449,20000630,    0,    0,
449,20000701,    0,    0,
449,20000702,   16,    0,
449,20000703,   31,    0,
449,20000704,    0,    0,
449,20000705,   47,    0,
449,20000706,   18,    0,
449,20000707,   19,    0,
449,20000708,    3,    0,
449,20000709,   61,    0,
449,20000710,  200,    0,
449,20000711,   37,    0,
449,20000712,   20,    0,
449,20000713,   81,    0,
449,20000714,   61,    0,
449,20000715,   77,    0,
449,20000716,   48,    0,
449,20000717,   13,    0,
449,20000718,    2,    0,
449,20000719,    3,    0,
449,20000720,    0,    0,
449,20000721,    0,    0,
449,20000722,    0,    0,
449,20000723,    0,    0,
449,20000724,    0,    0,
449,20000725,   35,    0,
449,20000726,    0,    0,
449,20000727,    0,    0,
449,20000728,   40,    0,
449,20000729,    0,    0,
449,20000730,    0,    0,
449,20000731,    0,    0,
449,20000801,    0,    0,
449,20000802,   26,    0,
449,20000803,   15,    0,
449,20000804,   19,    0,
449,20000805,    0,    0,
449,20000806,    0,    0,
449,20000807,    0,    0,
449,20000808,    2,    0,
449,20000809,    0,    0,
449,20000810,    0,    0,
449,20000811,    1,    0,
449,20000812,    0,    0,
449,20000813,    0,    0,
449,20000814,   37,    0,
449,20000815,    0,    0,
449,20000816,    0,    0,
449,20000817,    0,    0,
449,20000818,    0,    0,
449,20000819,    3,    0,
449,20000820,    4,    0,
449,20000821,   78,    0,
449,20000822,    1,    0,
449,20000823,    0,    0,
449,20000824,    0,    0,
449,20000825,    0,    0,
449,20000826,    0,    0,
449,20000827,    2,    0,
449,20000828,   16,    0,
449,20000829,   14,    0,
449,20000830,    0,    0,
449,20000831,    0,    0,
449,20000901,   43,    0,
449,20000902,  121,    0,
449,20000903,  169,    0,
449,20000904,    3,    0,
449,20000905,    2,    0,
449,20000906,    4,    0,
449,20000907,   29,    0,
449,20000908,    5,    0,
449,20000909,   17,    0,
449,20000910,    2,    0,
449,20000911,    0,    0,
449,20000912,    0,    0,
449,20000913,    0,    0,
449,20000914,    0,    0,
449,20000915,    7,    0,
449,20000916,   49,    0,
449,20000917,  138,    0,
449,20000918,    5,    0,
449,20000919,    0,    0,
449,20000920,    1,    0,
449,20000921,    0,    0,
449,20000922,    0,    0,
449,20000923,    3,    0,
449,20000924,    0,    0,
449,20000925,   28,    0,
449,20000926,   52,    0,
449,20000927,    9,    0,
449,20000928,   58,    0,
449,20000929,   39,    0,
449,20000930,    2,    0,
449,20001001,   14,    0,
449,20001002,   16,    0,
449,20001003,   94,    0,
449,20001004,    1,    0,
449,20001005,    5,    0,
449,20001006,  168,    0,
449,20001007,   89,    0,
449,20001008,    0,    0,
449,20001009,  104,    0,
449,20001010,  104,    0,
449,20001011,  125,    0,
449,20001012,   31,    0,
449,20001013,    0,    0,
449,20001014,    0,    0,
449,20001015,    0,    0,
449,20001016,    7,    0,
449,20001017,  125,    0,
449,20001018,    5,    0,
449,20001019,  146,    0,
449,20001020,    4,    0,
449,20001021,    5,    0,
449,20001022,    3,    0,
449,20001023,    0,    0,
449,20001024,   12,    0,
449,20001025,    4,    0,
449,20001026,   31,    0,
449,20001027,   31,    0,
449,20001028,   95,    0,
449,20001029,   49,    0,
449,20001030,   39,    0,
449,20001031,  138,    0,
449,20001101,   79,    0,
449,20001102,   27,    0,
449,20001103,  125,    0,
449,20001104,   14,    0,
449,20001105,   36,    0,
449,20001106,   98,    0,
449,20001107,   13,    0,
449,20001108,  160,    0,
449,20001109,  267,    0,
449,20001110,  359,    0,
449,20001111,   95,    0,
449,20001112,   35,    0,
449,20001113,   63,    0,
449,20001114,    1,    0,
449,20001115,   19,    0,
449,20001116,   16,    0,
449,20001117,   60,    0,
449,20001118,   53,    0,
449,20001119,   51,    0,
449,20001120,   39,    0,
449,20001121,    4,    0,
449,20001122,   63,    0,
449,20001123,    2,    0,
449,20001124,   31,    0,
449,20001125,    2,    0,
449,20001126,   82,    0,
449,20001127,   10,    0,
449,20001128,   63,    0,
449,20001129,    0,    0,
449,20001130,    1,    0,
449,20001201,    0,    0,
449,20001202,   28,    0,
449,20001203,  147,    0,
449,20001204,    0,    0,
449,20001205,   13,    0,
449,20001206,    0,    0,
449,20001207,   31,    0,
449,20001208,   29,    0,
449,20001209,    0,    0,
449,20001210,   31,    0,
449,20001211,   90,    0,
449,20001212,   65,    0,
449,20001213,   42,    0,
449,20001214,   47,    0,
449,20001215,  136,    0,
449,20001216,   23,    0,
449,20001217,    0,    0,
449,20001218,    0,    0,
449,20001219,    0,    0,
449,20001220,    0,    0,
449,20001221,    0,    0,
449,20001222,    0,    0,
449,20001223,    0,    0,
449,20001224,   34,    0,
449,20001225,   46,    2,
449,20001226,    0,  997,
449,20001227,    3,  997,
449,20001228,   36,    8,
449,20001229,    8,    2,
449,20001230,  200,  997,
449,20001231,   25,  997,
449,20010101,  121,  997,
449,20010102,    3,    0,
449,20010103,   10,    0,
449,20010104,   57,    0,
449,20010105,   90,    0,
449,20010106,  136,    0,
449,20010107,    3,    0,
449,20010108,    0,    0,
449,20010109,    4,    0,
449,20010110,    0,    0,
449,20010111,    0,    0,
449,20010112,    0,    0,
449,20010113,    0,    0,
449,20010114,    0,    0,
449,20010115,    0,    0,
449,20010116,    0,    0,
449,20010117,    0,    0,
449,20010118,    0,    0,
449,20010119,    0,    0,
449,20010120,    7,  997,
449,20010121,   69,    2,
449,20010122,   57,    8,
449,20010123,   19,  997,
449,20010124,   84,    0,
449,20010125,    0,    0,
449,20010126,    3,    0,
449,20010127,  114,    0,
449,20010128,   97,    0,
449,20010129,   12,    0,
449,20010130,    4,    0,
449,20010131,    0,    0,
449,20010201,    1,    0,
449,20010202,    7,  997,
449,20010203,  120,  997,
449,20010204,   47,    0,
449,20010205,  283,    0,
449,20010206,   64,    0,
449,20010207,   29,    0,
449,20010208,  121,    0,
449,20010209,  130,    0,
449,20010210,    0,    0,
449,20010211,    4,    0,
449,20010212,    0,    0,
449,20010213,   42,    0,
449,20010214,    2,    0,
449,20010215,    0,    0,
449,20010216,    0,    0,
449,20010217,    1,    0,
449,20010218,    0,    0,
